CheckpointID,SimulationID,Zone,Date,Year,Month,Day,StageName,Stage,Rain,Radn,MaxT,MinT,Yieldkgha,FracGrowthRate,NutrientStress,TempStress,WaterStress,SimulationName,id_trial
1,1,Field,1991-01-01 12:00:00,1991,1,1,,1,0,3.9546523094177246,-14.619999885559082,-23.579999923706055,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-02 12:00:00,1991,1,2,,1,0,4.764578342437744,-16.90999984741211,-28.440000534057617,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-03 12:00:00,1991,1,3,,1,0,4.051299095153809,-15.949999809265137,-25,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-04 12:00:00,1991,1,4,,1,0,4.621806621551514,-13.550000190734863,-24.329999923706055,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-05 12:00:00,1991,1,5,,1,0,4.251908302307129,-13.729999542236328,-23.15999984741211,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-06 12:00:00,1991,1,6,,1,0,4.338755130767822,-17.219999313354492,-26.729999542236328,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-07 12:00:00,1991,1,7,,1,0,6.004768371582031,-12.470000267028809,-29.489999771118164,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-08 12:00:00,1991,1,8,,1,0,4.579319477081299,-12.529999732971191,-22.540000915527344,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-09 12:00:00,1991,1,9,,1,0,3.8476314544677734,-18.780000686645508,-26.639999389648438,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-10 12:00:00,1991,1,10,,1,0.4699999988079071,6.302032470703125,-8.15999984741211,-26.329999923706055,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-11 12:00:00,1991,1,11,,1,0,4.534916400909424,-7.380000114440918,-16.860000610351563,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-12 12:00:00,1991,1,12,,1,0,6.196924686431885,-5.510000228881836,-21.510000228881836,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-13 12:00:00,1991,1,13,,1,0,6.280694484710693,3.859999895095825,-12.6899995803833,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-14 12:00:00,1991,1,14,,1,0,2.9405908584594727,-2.7300000190734863,-8.270000457763672,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-15 12:00:00,1991,1,15,,1,0,3.515446662902832,-0.4699999988079071,-7.159999847412109,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-16 12:00:00,1991,1,16,,1,0,3.71962571144104,-0.5,-7.5,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-17 12:00:00,1991,1,17,,1,0,6.367966651916504,-1.2699999809265137,-15.930000305175781,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-18 12:00:00,1991,1,18,,1,0,6.399270057678223,4.099999904632568,-10.59000015258789,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-19 12:00:00,1991,1,19,,1,0,4.529999732971191,-0.029999999329447746,-8.40999984741211,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-20 12:00:00,1991,1,20,,1,0,4.700218677520752,-12.699999809265137,-21.06999969482422,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-21 12:00:00,1991,1,21,,1,0,7.601537227630615,-4.510000228881836,-25.219999313354492,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-22 12:00:00,1991,1,22,,1,0,7.656398773193359,2.8499999046325684,-17.639999389648438,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-23 12:00:00,1991,1,23,,1,0,4.4756927490234375,-11.869999885559082,-19.309999465942383,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-24 12:00:00,1991,1,24,,1,0,7.046595096588135,-13.470000267028809,-27.43000030517578,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-25 12:00:00,1991,1,25,,1,0,7.99118709564209,-7.110000133514404,-26.329999923706055,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-26 12:00:00,1991,1,26,,1,0,7.477017879486084,-3.680000066757202,-18.670000076293945,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-27 12:00:00,1991,1,27,,1,1.7699999809265137,4.923147201538086,-6.239999771118164,-14,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-28 12:00:00,1991,1,28,,1,0,7.004098415374756,-12.010000228881836,-24.18000030517578,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-29 12:00:00,1991,1,29,,1,0,7.656447887420654,-13.609999656677246,-27.450000762939453,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-30 12:00:00,1991,1,30,,1,0,7.456417560577393,-8.800000190734863,-21.6200008392334,0,0,1,0,1,Simulation,2
1,1,Field,1991-01-31 12:00:00,1991,1,31,,1,0,8.895554542541504,-2.2200000286102295,-21.989999771118164,0,0,1,0,1,Simulation,2
1,1,Field,1991-02-01 12:00:00,1991,2,1,,1,0,9.085614204406738,6.28000020980835,-14.449999809265137,0,0,1,0,1,Simulation,2
1,1,Field,1991-02-02 12:00:00,1991,2,2,,1,0,7.837140083312988,8.460000038146973,-5.380000114440918,0,0,1,0,1,Simulation,2
1,1,Field,1991-02-03 12:00:00,1991,2,3,,1,0,8.102304458618164,11.079999923706055,-3.3399999141693115,0,0,1,0,1,Simulation,2
1,1,Field,1991-02-04 12:00:00,1991,2,4,,1,0,6.694092750549316,9.390000343322754,-1.1299999952316284,0,0,1,0,1,Simulation,2
1,1,Field,1991-02-05 12:00:00,1991,2,5,,1,0,8.263067245483398,9.970000267028809,-4.239999771118164,0,0,1,0,1,Simulation,2
