CheckpointID,SimulationID,Zone,Date,Year,Month,Day,StageName,Stage,Rain,Radn,MaxT,MinT,Yieldkgha,FracGrowthRate,NutrientStress,TempStress,WaterStress,SimulationName,id_trial
1,1,Field,1997-01-01 12:00:00,1997,1,1,,1,0,6.0226240158081055,0.4099999964237213,-10.699999809265137,0,0,1,0,1,Simulation,18
1,1,Field,1997-01-02 12:00:00,1997,1,2,,1,0,5.5141282081604,3.6500000953674316,-5.900000095367432,0,0,1,0,1,Simulation,18
1,1,Field,1997-01-03 12:00:00,1997,1,3,,1,23.010000228881836,2.4689815044403076,0.3799999952316284,-4.570000171661377,0,0,1,0,1,Simulation,18
1,1,Field,1997-01-04 12:00:00,1997,1,4,,1,27.040000915527344,3.6442599296569824,-2.559999942779541,-10,0,0,1,0,1,Simulation,18
1,1,Field,1997-01-05 12:00:00,1997,1,5,,1,0,4.000864028930664,-12.630000114440918,-18.360000610351563,0,0,1,0,1,Simulation,18
1,1,Field,1997-01-06 12:00:00,1997,1,6,,1,0,4.639588832855225,-15.920000076293945,-22.639999389648438,0,0,1,0,1,Simulation,18
1,1,Field,1997-01-07 12:00:00,1997,1,7,,1,0,7.567507266998291,-7.369999885559082,-23.950000762939453,0,0,1,0,1,Simulation,18
1,1,Field,1997-01-08 12:00:00,1997,1,8,,1,0,5.695103645324707,-6.760000228881836,-15.479999542236328,0,0,1,0,1,Simulation,18
1,1,Field,1997-01-09 12:00:00,1997,1,9,,1,0,6.717050075531006,-11.6899995803833,-22.809999465942383,0,0,1,0,1,Simulation,18
1,1,Field,1997-01-10 12:00:00,1997,1,10,,1,0,2.725299835205078,-23.65999984741211,-27.18000030517578,0,0,1,0,1,Simulation,18
1,1,Field,1997-01-11 12:00:00,1997,1,11,,1,0,3.3044164180755615,-23.049999237060547,-27.350000381469727,0,0,1,0,1,Simulation,18
1,1,Field,1997-01-12 12:00:00,1997,1,12,,1,0,6.239032745361328,-18.84000015258789,-28.040000915527344,0,0,1,0,1,Simulation,18
1,1,Field,1997-01-13 12:00:00,1997,1,13,,1,0,6.259727954864502,-16.600000381469727,-25.729999542236328,0,0,1,0,1,Simulation,18
