CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,Rain,Radn,MaxT,MinT,ThermalTime,Yieldkgha,FracGrowthRate,NutrientStress,TempStress,WaterStress,Result,SimulationName,id_trial
1,1,Field,2019-04-29 12:00:00,2019,119,Germinating,1,16.360000610351563,6.106054306030273,6.159999847412109,2.740000009536743,0,0,0,1,0,1,NA,Simulation,20
1,1,Field,2019-04-30 12:00:00,2019,120,Germinating,1,17.760000228881836,8.992345809936523,9.489999771118164,4.260000228881836,0,0,0,1,0,1,NA,Simulation,20
1,1,Field,2019-05-01 12:00:00,2019,121,Germinating,1,3.309999942779541,17.28670883178711,17.770000457763672,5.429999828338623,2.760378304198384,0,0.16000001430511476,1,0.16000001430511476,1,NA,Simulation,20
1,1,Field,2019-05-02 12:00:00,2019,122,Germinating,1,2.8299999237060547,14.547038078308105,15.319999694824219,6.239999771118164,1.8033018546104431,0,0.07799997329711915,1,0.07799997329711915,1,NA,Simulation,20
1,1,Field,2019-05-03 12:00:00,2019,123,Germinating,1,0,11.758946418762207,10.880000114440918,5.989999771118164,0.14683339847326304,0,0,1,0,1,NA,Simulation,20
1,1,Field,2019-05-04 12:00:00,2019,124,Germinating,1,0,22.391807556152344,17.3700008392334,6.139999866485596,2.6989050468057396,0,0.1755000352859497,1,0.1755000352859497,1,NA,Simulation,20
1,1,Field,2019-05-05 12:00:00,2019,125,Germinating,1,0,26.735193252563477,21.65999984741211,4.599999904632568,4.389965539351106,0,0.3129999876022339,1,0.3129999876022339,1,NA,Simulation,20
1,1,Field,2019-05-06 12:00:00,2019,126,Germinating,1,15.140000343322754,19.305023193359375,22.719999313354492,7.300000190734863,5.415727969682218,0,0.5009999752044678,1,0.5009999752044678,1,NA,Simulation,20
1,1,Field,2019-05-07 12:00:00,2019,127,Germinating,1,5.900000095367432,13.64394760131836,12.600000381469727,4.730000019073486,0.6343766898661853,0,0,1,0,1,NA,Simulation,20
1,1,Field,2019-05-08 12:00:00,2019,128,Germinating,1,0,24.118743896484375,14.930000305175781,3.0199999809265137,1.3412916219949724,0,0,1,0,1,NA,Simulation,20
1,1,Field,2019-05-09 12:00:00,2019,129,Germinating,1,7.929999828338623,19.997411727905273,23.329999923706055,7.019999980926514,5.635186583083868,0,0.5174999952316285,1,0.5174999952316285,1,NA,Simulation,20
1,1,Field,2019-05-10 12:00:00,2019,130,Germinating,1,0,15.844452857971191,13.699999809265137,6.940000057220459,1.212193928027153,0,0.03199999332427979,1,0.03199999332427979,1,NA,Simulation,20
1,1,Field,2019-05-11 12:00:00,2019,131,Germinating,1,0,21.856840133666992,11.600000381469727,1.7000000476837158,0.2518713403731585,0,0,1,0,1,NA,Simulation,20
1,1,Field,2019-05-12 12:00:00,2019,132,Germinating,1,1.6299999952316284,18.056697845458984,11.699999809265137,4.130000114440918,0.3117338318824767,0,0,1,0,1,NA,Simulation,20
1,1,Field,2019-05-13 12:00:00,2019,133,Germinating,1,0,18.815717697143555,12.930000305175781,4.989999771118164,0.7550969663262366,0,0,1,0,1,NA,Simulation,20
1,1,Field,2019-05-14 12:00:00,2019,134,Germinating,1,0,28.719804763793945,20.040000915527344,1.5199999809265137,3.272638369584084,0,0.07800004482269288,1,0.07800004482269288,1,NA,Simulation,20
1,1,Field,2019-05-15 12:00:00,2019,135,Germinating,1,0,28.093576431274414,22.739999771118164,4.920000076293945,4.935884283781052,0,0.3829999923706055,1,0.3829999923706055,1,NA,Simulation,20
1,1,Field,2019-05-16 12:00:00,2019,136,Germinating,1,0,27.933635711669922,24.329999923706055,6.599999904632568,6.005389812678098,0,0.5464999914169312,1,0.5464999914169312,1,NA,Simulation,20
